class	tweet_id	id	Created_at	truncated	source	tweet_text	favorited	in_reply_to_screen_id	in_reply_to_user_id	screen_name	user_id	tweet_updatedtext
0	25945726603	9998616	2010-09-30 00:00:00	false	"<a href=""http://twitter.com/"" rel=""nofollow"">Twitter for iPhone</a>"	"@pedrosavoldi mas tinham falado tanto dele, que axei que bombaria!"	false		50906434	Liperebonatto	72635702	"@pedrosavoldi mas tinham falado tanto dele, que axei que bombaria!"
1	25945726602	9998617	2010-09-30 00:00:00	false	web	"Olhe, andar com esse povo da UJS s� me rende perigon! #adoro auhauhauhauha"	false			_jeanfalcao	81993705	"Olhe, andar com esse povo da UJS s� me rende perigon! #adoro auhauhauhauha"
0	25945727005	9998644	2010-09-30 00:00:00	false	web	@QueBDoo 'Cause I'm STILL at work!	false		59698506	Dats_Cody	96452456	@QueBDoo 'Cause I'm STILL at work!
0	25945726700	9998650	2010-09-30 00:00:00	false	web	"Pessoal, qm quiser colocar esse galo feio no avatar do twitter pra dar um apoio pra titia @NanyPeople, entra aqui: http://twb.ly/NanyFazenda"	false			myapacioni	17225571	"Pessoal, qm quiser colocar esse galo feio no avatar do twitter pra dar um apoio pra titia @NanyPeople, entra aqui: http://twb.ly/NanyFazenda"
-1	25945727003	9998651	2010-09-30 00:00:00	false	"<a href=""http://twitter.com/"" rel=""nofollow"">Twitter for iPhone</a>"	Had to play the bad guy. How do you feel? I feel great! *sarcasm* @jicadoll13 @loverave	false			_OhMyGaGa_	62765495	Had to play the bad guy. How do you feel? I feel great! *sarcasm* @jicadoll13 @loverave
0	25945727309	9998687	2010-09-30 00:00:00	false	web	..our documentation and defense in Visual Basic wiLL be in next week!! followed by our pubLic speaking in engLish next2week&gt;:((	false			Ghie1_Liz	115888404	..our documentation and defense in Visual Basic wiLL be in next week!! followed by our pubLic speaking in engLish next2week&gt;:((
0	25945727706	9998708	2010-09-30 00:00:00	false	"<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>"	@ThatCesar Y qu� tal ? Si muy buenos ?	false		25722646	pauuchis	55132997	@ThatCesar Y qu� tal ? Si muy buenos ?
-1	25945727601	9998710	2010-09-30 00:00:00	false	"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry�</a>"	"@Triithreetrie hahaha,,,bahaya mengintai anda"	false		71746386	setiawandhizzy	68201966	"@Triithreetrie hahaha,,,bahaya mengintai anda"
1	25945727807	9998716	2010-09-30 00:00:00	false	"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry�</a>"	Some people just don't know how to be tactful.	false			AlfieRodriguez	191096448	Some people just don't know how to be tactful.
0	25945728002	9998729	2010-09-30 00:00:00	false	web	"@Heloisa_Barrozo que legal, flooooooooor!!!!!!!! � isso a�!!!!!!!"	false		127405097	janamedina	77211678	"@Heloisa_Barrozo que legal, flooooooooor!!!!!!!! � isso a�!!!!!!!"
0	25945728200	9998743	2010-09-30 00:00:00	false	"<a href=""http://www.skoob.com.br"" rel=""nofollow"">Skoob - Rede social para leitores</a>"	"marcou como tenho ""Investindo Em Small Caps"" http://bit.ly/bhrj7M #skoob"	false			SuperCarlao	57192294	"marcou como tenho ""Investindo Em Small Caps"" http://bit.ly/bhrj7M #skoob"
0	25945728209	9998745	2010-09-30 00:00:00	false	"<a href=""http://www.snaptu.com"" rel=""nofollow"">Snaptu.com</a>"	"Bueno me retiro, un gusto leerlos el dia de hoy...ma�ana levantada temprano y a ver @OmarZeron tirando rostro en info7.."	false			Alex1012	26373006	"Bueno me retiro, un gusto leerlos el dia de hoy...ma�ana levantada temprano y a ver @OmarZeron tirando rostro en info7.."
1	25945728207	9998746	2010-09-30 00:00:00	false	web	"@tadeu_medeiros #oremos, pois eles precisam de um laudo t�cnico e vc, paci�ncia!!!"	false		140184655	CharlesChagas	111774045	"@tadeu_medeiros #oremos, pois eles precisam de um laudo t�cnico e vc, paci�ncia!!!"
0	25945728406	9998758	2010-09-30 00:00:00	false	"<a href=""http://www.ubertwitter.com/bb/download.php"" rel=""nofollow"">�berTwitter</a>"	@beaucoupbougee is there a way to block pokes on facebook?	false		19775580	planetsmitty	23683819	@beaucoupbougee is there a way to block pokes on facebook?
1	25945728401	9998767	2010-09-30 00:00:00	true	web	"RT @Hardees: If @50cent stopped by on 50-cent Biscuit Day, I'd totally give him free biscuits for life. But only if he rapped Happy Birt ..."	false			Hardees	16101657	"RT @Hardees: If @50cent stopped by on 50-cent Biscuit Day, I'd totally give him free biscuits for life. But only if he rapped Happy Birt ..."
-1	25945728605	9998776	2010-09-30 00:00:00	false	"<a href=""http://www.snaptu.com"" rel=""nofollow"">Snaptu.com</a>"	"beeh dari lahir gw enek sama dia,ampe sekarangRT @shabrinaannissa: yee dia kesel sendiri ..RT @apit666: bacok aja diem2 RT @shabrinaannissa"	false			apit666	184882788	"beeh dari lahir gw enek sama dia,ampe sekarangRT @shabrinaannissa: yee dia kesel sendiri ..RT @apit666: bacok aja diem2 RT @shabrinaannissa"
-1	25945728808	9998789	2010-09-30 00:00:00	false	web	i hate you because your face is ugly (;	false			Audrifrikenbabi	196862827	i hate you because your face is ugly (;
-1	25945728805	9998796	2010-09-30 00:00:00	false	web	RT @basium_licet: #sieresUNAMsabesque  Es frustrante desvelarte para una expo que te quede chingona! y... El maestro no llegue  #fail	false			basium_licet	152757877	RT @basium_licet: #sieresUNAMsabesque  Es frustrante desvelarte para una expo que te quede chingona! y... El maestro no llegue  #fail
-1	25945729100	9998803	2010-09-30 00:00:00	false	web	"Quem n�o curtir mais Detonautas s� pq o cara ta na fazenda agora, pode se dar o titulo de ""grande modinha""."	false			mateusbpm	90234383	"Quem n�o curtir mais Detonautas s� pq o cara ta na fazenda agora, pode se dar o titulo de ""grande modinha""."
0	25945729103	9998807	2010-09-30 00:00:00	false	"<a href=""http://mobile.twitter.com"" rel=""nofollow"">mobile web</a>"	yea i'm single #freeweezy	false			deidre_nicole93	37334234	yea i'm single #freeweezy
0	25945729201	9998811	2010-09-30 00:00:00	false	web	@roadieGUI now following	false		190395379	Mrmixify	157452690	@roadieGUI now following
0	25945728904	9998813	2010-09-30 00:00:00	false	"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry�</a>"	?bunkface-silly lily	false			claodiacholen	168463985	?bunkface-silly lily
-1	25945729302	9998822	2010-09-30 00:00:00	false	web	"TVN CULIAO, conchetumare que me da rabia wn, por eso la gente despues anda diciendo idioteces."	false			sevenmilesaway	43632157	"TVN CULIAO, conchetumare que me da rabia wn, por eso la gente despues anda diciendo idioteces."
1	25945729204	9998824	2010-09-30 00:00:00	false	"<a href=""/devices"" rel=""nofollow"">txt</a>"	i think it's time to stop all this craziness and find myself. yep.	false			breebones_	127095773	i think it's time to stop all this craziness and find myself. yep.
-1	25945729303	9998825	2010-09-30 00:00:00	false	"<a href=""http://twitter.com/"" rel=""nofollow"">Twitter for iPhone</a>"	Shit on urself or take a slap to da face in da center of a crowd	false			TeamLIVESGT	39169481	Shit on urself or take a slap to da face in da center of a crowd
-1	25945728804	9998827	2010-09-30 00:00:00	false	web	RT @everaldomarques: Fato. Gol de Herrera mal anulado no 2o tempo RT @guimoda: @everaldomarques e pq o bandeirinha ajudou!!!	false			everaldomarques	52667504	RT @everaldomarques: Fato. Gol de Herrera mal anulado no 2o tempo RT @guimoda: @everaldomarques e pq o bandeirinha ajudou!!!
0	25945729400	9998833	2010-09-30 00:00:00	false	web	MILD LACTOSE INTOLERANCE BE DANGED! I MUST HAVE SOME REESE'S PUFFS & SKIM MILK!!	false			luvthekellster	16051575	MILD LACTOSE INTOLERANCE BE DANGED! I MUST HAVE SOME REESE'S PUFFS & SKIM MILK!!
-1	25945729309	9998838	2010-09-30 00:00:00	false	web	RT @DudeItsTrue: I don't care how attractive you think you are! Your personality makes you ugly. #dudeitstrue	false			DudeItsTrue	174137088	RT @DudeItsTrue: I don't care how attractive you think you are! Your personality makes you ugly. #dudeitstrue
0	25945729504	9998843	2010-09-30 00:00:00	false	web	@MarleMolina Hola marlene!	false		185656445	_Andreysi_	40777094	@MarleMolina Hola marlene!
1	25945729607	9998851	2010-09-30 00:00:00	false	web	Chegaaa de provas. Por onde anda a minha vida??? hein? hahahaha	false			camilaungaratti	196855143	Chegaaa de provas. Por onde anda a minha vida??? hein? hahahaha
1	25945729706	9998858	2010-09-30 00:00:00	false	"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>"	@gamerbabe360 @dizzydj @xsnipuhx I may be on for short while tonight/tomorrow night. Def more on weekend evenings	false		15147127	RandyBrock	14643456	@gamerbabe360 @dizzydj @xsnipuhx I may be on for short while tonight/tomorrow night. Def more on weekend evenings
1	25945729701	9998859	2010-09-30 00:00:00	false	"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>"	@KateGruetz but that sounds amazingly delicious...how'd it turn out?!	false		35485466	NTJEvan	20692090	@KateGruetz but that sounds amazingly delicious...how'd it turn out?!
0	25945729707	9998860	2010-09-30 00:00:00	false	"<a href=""http://www.ubertwitter.com/bb/download.php"" rel=""nofollow"">�berTwitter</a>"	@PrettyGirlChev what did I do	false		182664219	DJRHYMER	67938218	@PrettyGirlChev what did I do
-1	25945729609	9998867	2010-09-30 00:00:00	false	"<a href=""http://www.twitscoop.com"" rel=""nofollow"">Twitscoop</a>"	heheheee :D RT @windiww: Haha ada2 ajaRT @selmaatian: tadi lg cemburu heheheRT @windiww: kenapa?RT @selmaatian: hehe lagi bad teteeh :((((	false			selmaatian	110385462	heheheee :D RT @windiww: Haha ada2 ajaRT @selmaatian: tadi lg cemburu heheheRT @windiww: kenapa?RT @selmaatian: hehe lagi bad teteeh :((((
0	25945729904	9998870	2010-09-30 00:00:00	false	web	@steven473 Tu me puedes explikr quienes son esos .................... O.o	false		118506218	GerardoSanchezR	53791724	@steven473 Tu me puedes explikr quienes son esos .................... O.o
0	25945729903	9998873	2010-09-30 00:00:00	false	web	@alinax83 was this before they found out that he put cameras in their rooms? or after? o:	false		74360116	_Lupeee	171262626	@alinax83 was this before they found out that he put cameras in their rooms? or after? o:
0	25945730308	9998907	2010-09-30 00:00:00	false	web	@OhRaeannaaa eat dicck ! lmbooo	false		30575986	LOVEjessieeee	71936408	@OhRaeannaaa eat dicck ! lmbooo
0	25945730502	9998921	2010-09-30 00:00:00	false	web	@iPurpleHaze how was classes boo?	false		41870339	CedesIsFancy	158242688	@iPurpleHaze how was classes boo?
-1	25945730507	9998922	2010-09-30 00:00:00	false	web	@NancyVeVe no ya pase un curso de telepat�a; pero para eso hay que pasar un curso que todav�a no me llega por correspondencia =)	false		65054372	santologia	62542823	@NancyVeVe no ya pase un curso de telepat�a; pero para eso hay que pasar un curso que todav�a no me llega por correspondencia =)
-1	25945730209	9998924	2010-09-30 00:00:00	true	web	RT @VIKINGOESTEPA: Un enfoque propone tratar el autismo y otros trastornos a traves del acercamiento con caballos dentro del corral www. ...	false			VIKINGOESTEPA	84880338	RT @VIKINGOESTEPA: Un enfoque propone tratar el autismo y otros trastornos a traves del acercamiento con caballos dentro del corral www. ...
-1	25945730300	9998925	2010-09-30 00:00:00	false	"<a href=""http://twitter.com/"" rel=""nofollow"">Twitter for iPhone</a>"	"In a hyper kinda retweetin' mood tonight. Not sure why, except maybe cuz the band didn't practice. Trying to channel creativity through RT?"	false			RandallMBrown	17634022	"In a hyper kinda retweetin' mood tonight. Not sure why, except maybe cuz the band didn't practice. Trying to channel creativity through RT?"
-1	25945730007	9998926	2010-09-30 00:00:00	false	"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>"	oi? essa eu n�o esperava senhorita Herlene RT @herlenesantos: @GabyMeira esse � bem gato http://bit.ly/9AZFWb	false			guigomesa	37076926	oi? essa eu n�o esperava senhorita Herlene RT @herlenesantos: @GabyMeira esse � bem gato http://bit.ly/9AZFWb
0	25945730400	9998933	2010-09-30 00:00:00	false	"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>"	@ShortyBad20 i try sometimes lol	false		50048226	Sir_Blount	29634852	@ShortyBad20 i try sometimes lol
0	25945730703	9998941	2010-09-30 00:00:00	false	"<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>"	I hope not omg RT @DaKiddSTACKZ Is y'all talkin bout skinny skee that hoop that went to the army	false			SHEZahPROBLEM	79835273	I hope not omg RT @DaKiddSTACKZ Is y'all talkin bout skinny skee that hoop that went to the army
0	25945730807	9998943	2010-09-30 00:00:00	false	"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry�</a>"	My Tummy ;O	false			gazooooola	89469361	My Tummy ;O
-1	25945730908	9998957	2010-09-30 00:00:00	false	web	nuestra felicidad termina cuando empieza la del ser mas proximo(8)	false			katiiSuarez	105066211	nuestra felicidad termina cuando empieza la del ser mas proximo(8)
1	25945731001	9998963	2010-09-30 00:00:00	false	web	@MiliBJB jajaj obvio! nuestras Risas son unicas y no se compran!!	false		196403543	just_agustina	164938689	@MiliBJB jajaj obvio! nuestras Risas son unicas y no se compran!!
1	25945731205	9998978	2010-09-30 00:00:00	false	web	@Maninhooo1 eu intrometida como sempre tamb�m quero saber das precis�es...kkkkkkkkkkkkkkkkkkkkkkkkkkkkkk	false		195465175	marlabrocardo	57720032	@Maninhooo1 eu intrometida como sempre tamb�m quero saber das precis�es...kkkkkkkkkkkkkkkkkkkkkkkkkkkkkk
-1	25945731207	9998979	2010-09-30 00:00:00	false	web	@Naijkid  and @prince_von you guys need to stop rapping each other its becoming nauseating -__-	false		129943626	ninijegz	147787978	@Naijkid  and @prince_von you guys need to stop rapping each other its becoming nauseating -__-
1	25945731309	9998984	2010-09-30 00:00:00	false	"<a href=""http://www.ubertwitter.com/bb/download.php"" rel=""nofollow"">�berTwitter</a>"	That's cool she can do what she do. She not even on my team anymore	false			JDotLewis	75338887	That's cool she can do what she do. She not even on my team anymore
-1	25945731304	9998986	2010-09-30 00:00:00	false	web	"@shaiassis , eu tamb�m. uhsauhsahusahushuahusa. aaaaai s� vou ter 5 horas de sono!"	false		67124962	ReehPerinazzo	72899022	"@shaiassis , eu tamb�m. uhsauhsahusahushuahusa. aaaaai s� vou ter 5 horas de sono!"
0	25945731300	9998987	2010-09-30 00:00:00	false	"<a href=""http://www.ubertwitter.com/bb/download.php"" rel=""nofollow"">�berTwitter</a>"	"@shanty78 baca buku ""pamali selama hamil"" gak shan? Biasanya org sunda mah mani loba pisan pantanganna. Percaya gak percaya sih.."	false		54982739	imaboim	71217026	"@shanty78 baca buku ""pamali selama hamil"" gak shan? Biasanya org sunda mah mani loba pisan pantanganna. Percaya gak percaya sih.."
0	25945731308	9998988	2010-09-30 00:00:00	false	web	WHY ARE MY EYES BLOODSHOT RED	false			choloer	115265596	WHY ARE MY EYES BLOODSHOT RED
-1	25945731307	9998989	2010-09-30 00:00:00	false	web	@LauraAshley913 loll that's an everyday thing for me too :) loll	false		96266621	RandalityFlysHi	94731166	@LauraAshley913 loll that's an everyday thing for me too :) loll
-1	25945731405	9998994	2010-09-30 00:00:00	false	"<a href=""http://www.ubertwitter.com/bb/download.php"" rel=""nofollow"">�berTwitter</a>"	@Cherrrrrie hahaha neeee:p zat t nieuws te kyken 't ging over een familie ruzie in den haag:')	false		125573435	ChellCruz	28360875	@Cherrrrrie hahaha neeee:p zat t nieuws te kyken 't ging over een familie ruzie in den haag:')
1	25945731602	9999008	2010-09-30 00:00:00	false	"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>"	@LiLThickems814 I pray times get better	false		151567494	ACAJHILL24	102730180	@LiLThickems814 I pray times get better
0	25945731601	9999009	2010-09-30 00:00:00	false	web	NOSSA to rindo demaiiiiiis manoo RT @pinguimfkn: @JULIANABM @_moonred 32?	false			paah_fkn	129672639	NOSSA to rindo demaiiiiiis manoo RT @pinguimfkn: @JULIANABM @_moonred 32?
-1	25945731701	9999011	2010-09-30 00:00:00	false	"<a href=""http://twitter.com/"" rel=""nofollow"">Twitter for iPhone</a>"	I have a colossal case of boredom/ restlessness here. I'm not tired. I don't want to do anything. Don't even have anything to think about.	false			Koriemo	37690963	I have a colossal case of boredom/ restlessness here. I'm not tired. I don't want to do anything. Don't even have anything to think about.
-1	25945731901	9999033	2010-09-30 00:00:00	false	web	"e a densidade candidato/vaga s�o apenas n�meros... n�o s�o sonhos, nem vontade, muito menos dedica��o e isso � o que conta na hora!"	false			nathielealmeida	41630956	"e a densidade candidato/vaga s�o apenas n�meros... n�o s�o sonhos, nem vontade, muito menos dedica��o e isso � o que conta na hora!"
0	25945731909	9999035	2010-09-30 00:00:00	false	"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>"	"@ajewers The Dockers inaugural jumper is their current jumper. They had an away version that was green and purple, but it's not so bad."	false		22362705	G_Parker	44091373	"@ajewers The Dockers inaugural jumper is their current jumper. They had an away version that was green and purple, but it's not so bad."
1	25945731907	9999037	2010-09-30 00:00:00	false	web	Ajudem o As Colinas! Votem  http://t.co/0ZzsYOy TODO MUNDO CORRENDO PRA VOTAR NAS COLINAS! Vamos l� corredores! :D	false			ascolinas	196421821	Ajudem o As Colinas! Votem  http://t.co/0ZzsYOy TODO MUNDO CORRENDO PRA VOTAR NAS COLINAS! Vamos l� corredores! :D
-1	25945732009	9999039	2010-09-30 00:00:00	false	"<a href=""http://twidroid.com"" rel=""nofollow"">twidroid</a>"	My phone bout to die and #shit	false			justyaboyque	114506329	My phone bout to die and #shit
0	25945732008	9999043	2010-09-30 00:00:00	false	web	Trying to get in the sack with zack.	false			JenniBarnes12	169953206	Trying to get in the sack with zack.
0	25945731705	9999057	2010-09-30 00:00:00	false	web	"RT @youngfluoficial: CONTRA TUDO E CONTRA TODOS, #FLUZ�O RUMO AO T�TULO !!!"	false			youngfluoficial	57085528	"RT @youngfluoficial: CONTRA TUDO E CONTRA TODOS, #FLUZ�O RUMO AO T�TULO !!!"
0	25945732104	9999061	2010-09-30 00:00:00	false	"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry�</a>"	@JimmySaerang mobil yg mudaan sob.. Bukan si lutung.. Sialan lu.. Ahahaha..	false		172315397	holden_hq	52951834	@JimmySaerang mobil yg mudaan sob.. Bukan si lutung.. Sialan lu.. Ahahaha..
0	25945732303	9999063	2010-09-30 00:00:00	false	"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry�</a>"	@NdrieGethoo cuuuuun bsok msuk jam set.9 BTnya tdk tau di mana? Info bru	false		109587466	sindisincan	98028183	@NdrieGethoo cuuuuun bsok msuk jam set.9 BTnya tdk tau di mana? Info bru
-1	25945732500	9999077	2010-09-30 00:00:00	false	"<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>"	@MikeysTeeth (I know) I know that you hate her and stuff.. But please don't trash talk about her. I'll tell her the same about you.	false		156765181	MikeysArms	68755975	@MikeysTeeth (I know) I know that you hate her and stuff.. But please don't trash talk about her. I'll tell her the same about you.
1	25945733009	9999120	2010-09-30 00:00:00	false	web	Dica do dia: � preciso que tenha uma dieta mais saud�vel e balanceada. (eu sei poooo :/	false			claudiiamartins	116697211	Dica do dia: � preciso que tenha uma dieta mais saud�vel e balanceada. (eu sei poooo :/
-1	25945733202	9999138	2010-09-30 00:00:00	false	"<a href=""http://www.ubertwitter.com/bb/download.php"" rel=""nofollow"">�berTwitter</a>"	RT @BIANDOMINIQUE: BORED TO THE MAX !	false			ghynursha	66585246	RT @BIANDOMINIQUE: BORED TO THE MAX !
0	25945733506	9999168	2010-09-30 00:00:00	false	web	"@ashleeestorm http://www.mymusicstream.com/domfelixxx/ RT Listen/Download new track ""you know you know"""	false		44647363	waveycrocket22	85945048	"@ashleeestorm http://www.mymusicstream.com/domfelixxx/ RT Listen/Download new track ""you know you know"""
1	25945733504	9999169	2010-09-30 00:00:00	false	"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"	@DarkTrooperJedi no puedes ya que me puse a escuchar a ASK U/////////U	false		184263238	corspbride	130368446	@DarkTrooperJedi no puedes ya que me puse a escuchar a ASK U/////////U
-1	25945733602	9999176	2010-09-30 00:00:00	false	web	"Eu nem ligo! kkk RT @juliocsvieira  E o Galo... �... o galo. O trem t� ficando feio, infelizmente. N�o quero ver o galo cair n�o, na boa."	false			candyfernandes	34952685	"Eu nem ligo! kkk RT @juliocsvieira  E o Galo... �... o galo. O trem t� ficando feio, infelizmente. N�o quero ver o galo cair n�o, na boa."
-1	25945733606	9999177	2010-09-30 00:00:00	false	web	"Is Omar trying to put square pegs in round holes by forcing his writ unsuccessfully.People dnt want & trust him, the forces dnt listen 2 him"	false			saadut	44300967	"Is Omar trying to put square pegs in round holes by forcing his writ unsuccessfully.People dnt want & trust him, the forces dnt listen 2 him"
0	25945733509	9999185	2010-09-30 00:00:00	false	web	who wants to get there ass cut in #beerpong by me and @yungbril tomorrow ???	false			Ink_N_Drinks	148057552	who wants to get there ass cut in #beerpong by me and @yungbril tomorrow ???
-1	25945733702	9999190	2010-09-30 00:00:00	false	web	Fml. Can't believe he did that to me. @Brady_Lang should really text me (: cuz i dont got his numberr no more D:	false			KristenRouse	192736325	Fml. Can't believe he did that to me. @Brady_Lang should really text me (: cuz i dont got his numberr no more D:
-1	25945733809	9999193	2010-09-30 00:00:00	false	web	Am I the only one that doesn't think Ariana Grande is attractive? ._.	false			ColorMyPaige	169244482	Am I the only one that doesn't think Ariana Grande is attractive? ._.
0	25945733801	9999198	2010-09-30 00:00:00	false	"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>"	Watching Vh1 Soul	false			RollinWithRen	109415685	Watching Vh1 Soul
-1	25945734007	9999227	2010-09-30 00:00:00	false	web	"can a person live without a heart? well, this knife says we're about to fucking find out."	false			AshhXTC	123629150	"can a person live without a heart? well, this knife says we're about to fucking find out."
1	25945734500	9999248	2010-09-30 00:00:00	false	web	"@marcelotakeda e @isVince: Foi s� ganharem do atual Campe�o Brasileiro pra ficarem me zoando. E agora, diz ai como � que �? KKK xD"	false		52844605	vinilimao	63203352	"@marcelotakeda e @isVince: Foi s� ganharem do atual Campe�o Brasileiro pra ficarem me zoando. E agora, diz ai como � que �? KKK xD"
-1	25945734601	9999253	2010-09-30 00:00:00	false	"<a href=""http://www.nibirutech.com"" rel=""nofollow"">TwitBird</a>"	WAT U DOING WITH **NO HANDS** #noseytweet	false			LIVIN4JORDEN	180876083	WAT U DOING WITH **NO HANDS** #noseytweet
0	25945734602	9999255	2010-09-30 00:00:00	false	web	????????????????10??12??????? http://blog.ishinone.jp/?eid=1340626 #jugem_blog #powerstone #tarot #uranai #kaiun	false			ishinone	168948902	????????????????10??12??????? http://blog.ishinone.jp/?eid=1340626 #jugem_blog #powerstone #tarot #uranai #kaiun
0	25945734708	9999261	2010-09-30 00:00:00	false	"<a href=""/devices"" rel=""nofollow"">txt</a>"	So soreeeeee!	false			princessjazyy	69374920	So soreeeeee!
1	25945734703	9999263	2010-09-30 00:00:00	false	web	@gabrielmendesp Meu caro. Isso se chama EDUCA��O. Fica com ci�mes n�o. Ela sempre ser� muito bem vinda por aqui e em qlq lugar onde eu a ver	false		64780266	aleprado86	75356204	@gabrielmendesp Meu caro. Isso se chama EDUCA��O. Fica com ci�mes n�o. Ela sempre ser� muito bem vinda por aqui e em qlq lugar onde eu a ver
0	25945734609	9999274	2010-09-30 00:00:00	false	web	"RT @deritisx3: my #octoberwish is to have you, that's all i want."	false			deritisx3	111761560	"RT @deritisx3: my #octoberwish is to have you, that's all i want."
1	25945735107	9999293	2010-09-30 00:00:00	false	"<a href=""http://twtkr.com"" rel=""nofollow"">twtkr</a>"	@ayuangel00  that's look very dilicious	false		119675049	dour14	183066407	@ayuangel00  that's look very dilicious
